date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:00	59812/59812	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/images/hotel.jpg	hacker/www.fixoin.com/images/hotel.jpg	(from https://www.fixoin.com/)
14:11:01	43435/43435	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/images/automobile.jpg	hacker/www.fixoin.com/images/automobile.jpg	(from https://www.fixoin.com/)
14:11:02	41443/41443	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/images/legal.jpg	hacker/www.fixoin.com/images/legal.jpg	(from https://www.fixoin.com/)
14:11:03	54242/54242	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/images/coaching.jpg	hacker/www.fixoin.com/images/coaching.jpg	(from https://www.fixoin.com/)
14:11:04	54746/54746	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/images/medical.jpg	hacker/www.fixoin.com/images/medical.jpg	(from https://www.fixoin.com/)
14:11:05	47910/47910	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/images/real.jpg	hacker/www.fixoin.com/images/real.jpg	(from https://www.fixoin.com/)
14:11:06	35975/35975	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/images/rental.jpg	hacker/www.fixoin.com/images/rental.jpg	(from https://www.fixoin.com/)
14:11:07	12048/12048	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/images/bgimg.jpg	hacker/www.fixoin.com/images/bgimg.jpg	(from https://www.fixoin.com/css/front.css)
14:11:08	105927/105927	---M-Z	200	added ('OK')	text/css	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/nav/css/bootstrap.min.css	hacker/www.fixoin.com/nav/css/bootstrap.min.css	(from https://www.fixoin.com/nav/css/styles.css)
14:11:09	16849/16849	---M-Z	200	added ('OK')	text/css	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/nav/css/bootstrap-responsive.min.css	hacker/www.fixoin.com/nav/css/bootstrap-responsive.min.css	(from https://www.fixoin.com/nav/css/styles.css)
14:11:10	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/fonts/glyphicons-halflings-regular.eot	hacker/www.fixoin.com/fonts/glyphicons-halflings-regular.eot	(from https://www.fixoin.com/css/bootstrap.min.css)
14:11:11	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/fonts/glyphicons-halflings-regular.eot?	hacker/www.fixoin.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.fixoin.com/css/bootstrap.min.css)
14:11:12	18028/18028	---M--	200	added ('OK')	font/woff2	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/fonts/glyphicons-halflings-regular.woff2	hacker/www.fixoin.com/fonts/glyphicons-halflings-regular.woff2	(from https://www.fixoin.com/css/bootstrap.min.css)
14:11:13	23424/23424	---M--	200	added ('OK')	font/woff	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/fonts/glyphicons-halflings-regular.woff	hacker/www.fixoin.com/fonts/glyphicons-halflings-regular.woff	(from https://www.fixoin.com/css/bootstrap.min.css)
14:11:14	45404/45404	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/fonts/glyphicons-halflings-regular.ttf	hacker/www.fixoin.com/fonts/glyphicons-halflings-regular.ttf	(from https://www.fixoin.com/css/bootstrap.min.css)
14:11:15	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/fonts/glyphicons-halflings-regular.svg	hacker/www.fixoin.com/fonts/glyphicons-halflings-regular.svg	(from https://www.fixoin.com/css/bootstrap.min.css)
14:11:17	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/font/fonts/fontawesome-webfont.eot?v=4.7.0	hacker/www.fixoin.com/font/fonts/fontawesome-webfont3e6e.eot	(from https://www.fixoin.com/font/css/font-awesome.min.css)
14:11:18	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/font/fonts/fontawesome-webfont.woff2?v=4.7.0	hacker/www.fixoin.com/font/fonts/fontawesome-webfont3e6e.woff2	(from https://www.fixoin.com/font/css/font-awesome.min.css)
14:11:18	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/font/fonts/fontawesome-webfont.eot?	hacker/www.fixoin.com/font/fonts/fontawesome-webfontd41d.eot	(from https://www.fixoin.com/font/css/font-awesome.min.css)
14:11:20	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/font/fonts/fontawesome-webfont.woff?v=4.7.0	hacker/www.fixoin.com/font/fonts/fontawesome-webfont3e6e.woff	(from https://www.fixoin.com/font/css/font-awesome.min.css)
14:11:25	165548/165548	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/font/fonts/fontawesome-webfont.ttf?v=4.7.0	hacker/www.fixoin.com/font/fonts/fontawesome-webfont3e6e.ttf	(from https://www.fixoin.com/font/css/font-awesome.min.css)
14:11:27	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Mar%202021%2015:14:06%20GMT	https://www.fixoin.com/font/fonts/fontawesome-webfont.svg?v=4.7.0	hacker/www.fixoin.com/font/fonts/fontawesome-webfont3e6e.svg	(from https://www.fixoin.com/font/css/font-awesome.min.css)
14:11:27	23409/23409	---M-Z	200	added ('OK')	text/css	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/css/bootstrap-theme.min.css	hacker/www.fixoin.com/css/bootstrap-theme.min.css	(from https://www.fixoin.com/track.php)
14:11:27	282766/282766	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/js/jquery.js	hacker/www.fixoin.com/js/jquery.js	(from https://www.fixoin.com/track.php)
14:11:28	96381/96381	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2027%20Mar%202021%2015:14:05%20GMT	https://www.fixoin.com/js/jquery.min.js	hacker/www.fixoin.com/js/jquery.min.js	(from https://www.fixoin.com/track.php)
14:11:29	1231/1231	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2027%20Mar%202021%2015:14:07%20GMT	https://www.fixoin.com/myjs/js_track_tno.js	hacker/www.fixoin.com/myjs/js_track_tno.js	(from https://www.fixoin.com/track.php)
14:11:30	1277/1277	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2027%20Mar%202021%2015:14:07%20GMT	https://www.fixoin.com/myjs/js_track_mno.js	hacker/www.fixoin.com/myjs/js_track_mno.js	(from https://www.fixoin.com/searchmob.php)
14:11:31	10348/10348	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2008:41:31%20GMT	https://www.fixoin.com/www.alakainfotech.com	hacker/www.fixoin.com/www.alakainfotech.com	(from https://www.fixoin.com/about.php)
14:11:32	10348/10348	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2008:41:32%20GMT	https://www.fixoin.com/nav/img/glyphicons-halflings.png	hacker/www.fixoin.com/nav/img/glyphicons-halflings.png	(from https://www.fixoin.com/nav/css/bootstrap.min.css)
14:11:33	10348/10348	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2008:41:33%20GMT	https://www.fixoin.com/nav/img/glyphicons-halflings-white.png	hacker/www.fixoin.com/nav/img/glyphicons-halflings-white.png	(from https://www.fixoin.com/nav/css/bootstrap.min.css)
